Layers
20,0.002611634
24,0.002640095
28,0.002666461
34,0.002734032
41,0.002858002
49,0.002987846
59,0.00313628
71,0.003140661
85,0.003247514
103,0.003690685
123,0.004232651
148,0.004686298
178,0.004958303
213,0.005516374
256,0.006610726
308,0.007395428
369,0.008967802
443,0.01069876
532,0.01352924
638,0.0157287
766,0.01973648
920,0.02493078
1104,0.03107187
1324,0.0415353
1589,0.05433196
1907,0.07191414
2289,0.09579951
2747,0.1293417
3296,0.1851175
3956,0.2502613
