Parent Constraints
2,0.002380798
2,0.002015894
2,0.001973604
2,0.002128817
2,0.00194019
2,0.001939432
2,0.001946309
2,0.001942704
2,0.001969346
2,0.001928552
2,0.002061647
2,0.001986018
3,0.00201046
3,0.002025767
3,0.002100948
3,0.002125058
3,0.001987238
3,0.00207024
3,0.00198346
3,0.001928478
3,0.002064807
4,0.002001202
4,0.002175565
4,0.001980099
4,0.002038112
4,0.002008114
4,0.001958156
5,0.002096306
5,0.002010831
5,0.00213449
5,0.002009319
5,0.001971297
6,0.00205575
6,0.001980786
6,0.002153681
6,0.001985507
6,0.002069008
7,0.002029795
7,0.00197232
7,0.00210872
7,0.002004027
8,0.002103368
8,0.002018412
8,0.00202539
9,0.002012921
9,0.002076909
9,0.002107497
10,0.002115819
10,0.002151224
10,0.002059122
11,0.002096731
11,0.002139655
11,0.002135155
12,0.002299269
12,0.002138008
13,0.00214739
13,0.002081056
14,0.002010482
14,0.002088209
15,0.002038886
15,0.00214919
16,0.002046354
16,0.002116364
17,0.002092347
18,0.002065233
18,0.002114635
19,0.00210682
20,0.002202166
20,0.002078974
21,0.002031072
22,0.002115492
23,0.002096025
23,0.002211238
24,0.002020479
25,0.002123211
26,0.002073875
27,0.002044905
28,0.002083623
29,0.002018491
30,0.002244993
31,0.002083062
32,0.002066046
33,0.002113568
34,0.00200413
35,0.002214159
37,0.002110499
38,0.00214357
39,0.00210827
41,0.002072147
42,0.002168541
44,0.002115994
45,0.002300622
47,0.002157427
49,0.00218869
50,0.002156855
52,0.002109032
54,0.002173991
56,0.002110382
58,0.002241427
60,0.002121113
62,0.002055037
64,0.002193241
66,0.002153533
69,0.002224809
71,0.002122128
74,0.002170877
76,0.002122112
79,0.002072092
82,0.002203076
85,0.002095385
87,0.002328393
91,0.002125859
94,0.002174769
97,0.002194586
100,0.002111055
104,0.002380257
108,0.002195578
111,0.002333459
115,0.002218403
119,0.002146177
124,0.002270922
128,0.002165424
132,0.002383156
137,0.002242207
142,0.00234981
147,0.00227438
152,0.002210053
157,0.002390474
163,0.002241604
169,0.002456996
175,0.002331732
181,0.002353915
187,0.002453855
194,0.002397487
200,0.002588946
207,0.002465508
215,0.00252565
222,0.002437208
230,0.002375393
238,0.002565164
246,0.002437336
255,0.002648788
264,0.002483093
273,0.002560086
283,0.002540345
293,0.002525279
303,0.002625936
314,0.002576822
325,0.002780543
336,0.002638611
348,0.002804888
360,0.00286311
373,0.002853613
386,0.00304528
399,0.002969541
413,0.003087423
428,0.003023328
443,0.002988097
458,0.003112084
474,0.003090104
491,0.003269656
508,0.003193397
526,0.003281482
544,0.003290603
563,0.00331485
583,0.003479071
604,0.004248855
625,0.003786119
647,0.003552611
669,0.003559788
693,0.004349764
717,0.004384026
742,0.00466268
768,0.004600316
795,0.00479525
823,0.004737774
852,0.004863222
882,0.005017
912,0.005058555
944,0.005262754
977,0.005247831
1012,0.005555422
1047,0.0055065
1084,0.005554525
1122,0.005773616
1161,0.00585175
1202,0.006223981
1244,0.006157955
1287,0.006393125
1332,0.00647978
1379,0.009192735
1427,0.009686938
1477,0.009762589
1529,0.01040202
1582,0.0104378
1638,0.01080187
1695,0.01099522
1754,0.0110893
1816,0.01171214
1879,0.01194105
