Mixed Constraints
2,0.002040701
2,0.002050449
2,0.002080146
2,0.001983228
2,0.002153214
2,0.002048436
2,0.002069721
2,0.001973477
2,0.001992401
2,0.002058627
2,0.002000778
2,0.00219819
2,0.002074616
3,0.002128232
3,0.002676449
3,0.002109515
3,0.002206546
3,0.002291047
3,0.002315101
3,0.002049508
3,0.001971377
3,0.002164574
3,0.002070887
4,0.002230672
4,0.002063399
4,0.002270546
4,0.002115485
4,0.001973374
4,0.002121157
4,0.001973067
5,0.002227126
5,0.002016074
5,0.002169256
5,0.00208948
5,0.002023691
6,0.00226636
6,0.002099399
6,0.002162541
6,0.002051517
6,0.001979714
7,0.002087799
7,0.002004038
7,0.002201893
7,0.002010475
7,0.002132755
8,0.002131337
8,0.00218492
8,0.002166112
9,0.002065213
9,0.002370823
9,0.00209172
9,0.002106896
10,0.002209809
10,0.002063663
10,0.002220014
11,0.002084055
11,0.002147513
12,0.002132135
12,0.002086813
12,0.002281303
13,0.002179931
13,0.002169448
14,0.002103481
14,0.002165043
15,0.002147435
15,0.002158467
15,0.002366256
16,0.002328812
17,0.002219207
17,0.002198748
18,0.002142217
18,0.002277989
19,0.002121262
19,0.002372885
20,0.002326608
21,0.002157896
21,0.002145609
22,0.002180383
23,0.002266346
24,0.002260836
24,0.002396293
25,0.002198206
26,0.002236493
27,0.002300746
28,0.002241027
29,0.00249656
30,0.002263244
30,0.002309484
31,0.00225393
33,0.002280001
34,0.002528649
35,0.002491586
36,0.002517966
37,0.002298955
38,0.00214296
39,0.002296795
41,0.00244367
42,0.002366031
43,0.002294582
45,0.002415259
46,0.002297951
48,0.002220703
49,0.00240602
51,0.002322165
52,0.002495966
54,0.00236437
56,0.002169813
58,0.002281984
60,0.002213985
61,0.002396547
63,0.00222831
65,0.002292653
68,0.0022962
70,0.002396041
72,0.002779218
74,0.002535836
77,0.002626404
79,0.00232767
82,0.002418259
84,0.002558369
87,0.00234144
90,0.002464212
93,0.002438467
96,0.00242108
99,0.002481061
102,0.002565268
105,0.002574669
109,0.002530826
112,0.00262504
116,0.002560453
120,0.00264087
123,0.002538447
127,0.002517415
131,0.002649797
136,0.002715736
140,0.002804577
145,0.002622576
149,0.002630664
154,0.002739859
159,0.002821859
164,0.003008563
169,0.00274958
175,0.002945183
180,0.002980845
186,0.002913389
192,0.003060651
198,0.002881173
205,0.003117535
211,0.00301093
218,0.002986282
225,0.003104549
232,0.003031222
240,0.003342319
247,0.003073942
255,0.003232159
263,0.003200794
272,0.003198434
281,0.003345934
290,0.003258597
299,0.003646489
308,0.003393968
318,0.003484035
328,0.003545929
339,0.003487355
350,0.004402444
361,0.004326977
373,0.004683302
385,0.004536467
397,0.004569428
410,0.004731027
423,0.004695767
436,0.005054436
450,0.004892789
465,0.005229947
480,0.005225366
495,0.005198163
511,0.005421305
527,0.005505008
544,0.005846113
561,0.00606591
579,0.005903305
598,0.005926013
617,0.005964051
637,0.00620458
657,0.006201443
678,0.006654905
700,0.009290229
722,0.009483511
746,0.009912676
769,0.009845722
794,0.01031832
820,0.01049215
846,0.01135375
873,0.01129439
901,0.01130675
930,0.01167675
959,0.01184187
990,0.01258008
1022,0.01249576
1055,0.01332708
